datetime,atp,wtp
02-10-2013 0400,20.4,21.5
02-10-2013 0500,20.2,21.5
02-10-2013 0600,19.7,21.4
02-10-2013 0700,20.8,21.4
02-10-2013 0800,20.1,21.3
02-10-2013 0900,19.8,21.3
02-10-2013 1000,20,21.2
02-10-2013 1100,19.9,21.2
02-10-2013 1200,20,21.1
02-10-2013 1300,19.8,21.1
02-10-2013 1400,20.2,21.1
02-10-2013 1500,21.7,21.1
02-10-2013 1600,22.5,21.4
02-10-2013 1700,24.1,21.8
02-10-2013 1800,24.3,22.1
02-10-2013 1900,22.7,22.6
02-10-2013 2000,24.5,23.1
02-10-2013 2100,23.4,23.4
02-10-2013 2200,21.2,23.5
02-10-2013 2300,20.1,23.9
02-11-2013 0000,19.1,23.7
02-11-2013 0100,18.4,23.3
02-11-2013 0200,18.5,23
02-11-2013 0300,18.4,22.8
02-11-2013 0400,18.5,22.4
02-11-2013 0500,18.2,22.2
02-11-2013 0600,18.3,22.1
02-11-2013 0700,18.7,21.8
02-11-2013 0800,19.2,21.6
02-11-2013 0900,18.5,21.5
02-11-2013 1000,18,21.5
02-11-2013 1100,18.4,21.3
02-11-2013 1200,18.1,20.9
02-11-2013 1300,17.7,20.6
02-11-2013 1400,17.4,20.4
02-11-2013 1500,17.4,20.2
02-11-2013 1600,17.4,20.1
02-11-2013 1700,17.4,19.9
02-11-2013 1800,17.2,19.7
02-11-2013 1900,17.2,19.7
02-11-2013 2000,17.2,19.9
02-11-2013 2100,16.9,19.8
02-11-2013 2200,16.8,19.8
02-11-2013 2300,16.8,19.7
02-12-2013 0000,16.7,19.8
02-12-2013 0100,16.8,19.6
02-12-2013 0200,16.4,19.4
02-12-2013 0300,16.1,19.2
02-12-2013 0400,16,19.1
02-12-2013 0500,15.7,19
02-12-2013 0600,15.7,18.9
02-12-2013 0700,16,18.9
02-12-2013 0800,16.2,18.8
02-12-2013 0900,16.3,18.7
02-12-2013 1000,16.5,18.7
02-12-2013 1100,16.6,18.9
02-12-2013 1200,15.9,18.7
02-12-2013 1300,16.3,18.9
02-12-2013 1400,16.2,19
02-12-2013 1500,15.6,19
02-12-2013 1600,15.5,18.9
02-12-2013 1700,16.2,18.9
02-12-2013 1800,16.9,19.2
02-12-2013 1900,17.3,19.5
02-12-2013 2000,17.2,19.6
02-12-2013 2100,17.3,19.8
02-12-2013 2200,19.9,20
02-12-2013 2300,19.8,20.1
02-13-2013 0000,19.1,20.2
02-13-2013 0100,18.8,20.1
02-13-2013 0200,18.8,20.1
02-13-2013 0300,18.4,20
02-13-2013 0400,17.8,20
02-13-2013 0500,17.5,19.9
02-13-2013 0600,17.1,19.8
02-13-2013 0700,17.5,19.7
02-13-2013 0800,18.2,19.7
02-13-2013 0900,17.1,19.5
02-13-2013 1000,16.4,19.3
02-13-2013 1100,16,18.9
02-13-2013 1200,15.7,18.7
02-13-2013 1300,13.9,18.5
02-13-2013 1400,12.9,18.1
02-13-2013 1500,12.5,18
02-13-2013 1600,12.2,17.7
02-13-2013 1700,11.8,17.5
02-13-2013 1800,11.8,17.6
02-13-2013 1900,12,17.8
02-13-2013 2000,12.1,18.1
02-13-2013 2100,13.2,18.5
02-13-2013 2200,14.3,18.6
02-13-2013 2300,14.7,18.6
02-14-2013 0000,14,18.6
02-14-2013 0100,13.6,18.5
02-14-2013 0200,13.8,18.4
02-14-2013 0300,13.5,18.5
02-14-2013 0400,14.2,18.3
02-14-2013 0500,14.1,18.1
02-14-2013 0600,14.2,18
02-14-2013 0700,14.2,17.8
02-14-2013 0800,13.6,17.7
02-14-2013 0900,13.6,17.6
02-14-2013 1000,13.3,17.4
02-14-2013 1100,13.8,17.3
02-14-2013 1200,13.9,17.1
02-14-2013 1300,13.4,16.9
02-14-2013 1400,13.8,16.8
02-14-2013 1500,14.3,16.7
02-14-2013 1600,15.9,16.8
02-14-2013 1700,15.9,16.9
02-14-2013 1800,16.4,17
02-14-2013 1900,16.8,17.3
02-14-2013 2000,16.8,17.9
02-14-2013 2100,16.5,18.5
02-14-2013 2200,16.6,19
02-14-2013 2300,16.7,19.6
02-15-2013 0000,16.8,19.9
02-15-2013 0100,15.6,20
02-15-2013 0200,15.7,19.9
02-15-2013 0300,15.8,19.6
02-15-2013 0400,15.6,19.2
02-15-2013 0500,15.6,19
02-15-2013 0600,15.6,18.8
02-15-2013 0700,15.5,18.6
02-15-2013 0800,15.3,18.4
02-15-2013 0900,15.6,18.2
02-15-2013 1000,15.2,18
02-15-2013 1100,15.2,17.9
02-15-2013 1200,16.1,17.6
02-15-2013 1300,15.4,17.5
02-15-2013 1400,15.5,17.5
02-15-2013 1500,16.1,17.5
02-15-2013 1600,18.4,17.6
02-15-2013 1700,18.9,17.8
02-15-2013 1800,18.7,18.2
02-15-2013 1900,18.9,18.6
02-15-2013 2000,18.2,19.1
02-15-2013 2100,18,20.1
02-15-2013 2200,17.5,20.3
02-15-2013 2300,17.5,20.3
02-16-2013 0000,16.9,20.2
02-16-2013 0100,16.8,20
02-16-2013 0200,16.5,19.9
02-16-2013 0300,16.4,19.8
02-16-2013 0400,16.3,19.6
02-16-2013 0500,16.9,19.5
02-16-2013 0600,14.9,18.7
02-16-2013 0700,14.3,18.4
02-16-2013 0800,13.5,18.1
02-16-2013 0900,12.8,17.8
02-16-2013 1000,12,17.3
02-16-2013 1100,11.6,17.2
02-16-2013 1200,11.1,16.5
02-16-2013 1300,10.8,16
02-16-2013 1400,10.4,15.6
02-16-2013 1500,10.6,15.4
02-16-2013 1600,10.4,15.2
02-16-2013 1700,11.2,15.3
02-16-2013 1800,12.1,15.4
02-16-2013 1900,12.7,15.8
02-16-2013 2000,14.1,16.3
02-16-2013 2100,15,16.9
02-16-2013 2200,14.7,17.6
02-16-2013 2300,14.6,17.9
02-17-2013 0000,14.1,18
02-17-2013 0100,12.8,18
02-17-2013 0200,13,17.9
02-17-2013 0300,13.5,17.8
02-17-2013 0400,13.8,17.2
02-17-2013 0500,13.7,17
02-17-2013 0600,13.8,16.9
02-17-2013 0700,14.4,16.8
02-17-2013 0800,13.7,16.7
02-17-2013 0900,11.9,16.5
02-17-2013 1000,13.7,16.3
02-17-2013 1100,14.1,16.2
02-17-2013 1200,13.7,16.1
02-17-2013 1300,12,16.1
02-17-2013 1400,14.7,16
02-17-2013 1500,16.7,16.1
02-17-2013 1600,17.6,16.2
02-17-2013 1700,18.2,16.5
02-17-2013 1800,18.4,16.9
02-17-2013 1900,18.7,17.3
02-17-2013 2000,18.6,17.6
02-17-2013 2100,18.7,17.8
02-17-2013 2200,18.5,17.9
02-17-2013 2300,18.3,17.9
02-18-2013 0000,18.2,17.8
02-18-2013 0100,18.3,17.7
02-18-2013 0200,18.1,17.7
02-18-2013 0300,18.3,17.6
02-18-2013 0400,18.2,17.6
02-18-2013 0500,18.3,17.5
02-18-2013 0600,18.3,17.5
02-18-2013 0700,18.2,17.5
02-18-2013 0800,18.2,17.5
02-18-2013 0900,18.2,17.5
02-18-2013 1000,18.2,17.5
02-18-2013 1100,18.2,17.6
02-18-2013 1200,18.4,17.6
02-18-2013 1300,18.6,17.6
02-18-2013 1400,18.7,17.6
02-18-2013 1500,18.9,17.6
02-18-2013 1600,19.2,17.7
02-18-2013 1700,20,17.7
02-18-2013 1800,20.4,17.9
02-18-2013 1900,20.6,18.2
02-18-2013 2000,21.7,18.5
02-18-2013 2100,21.5,19
02-18-2013 2200,21.2,19.4
02-18-2013 2300,20.8,19.6
02-19-2013 0000,20.3,19.8
02-19-2013 0100,19.5,19.8
02-19-2013 0200,19,19.7
02-19-2013 0300,19.2,19.7
02-19-2013 0400,18.7,19.6
02-19-2013 0500,18.5,19.5
02-19-2013 0600,18.2,19.4
02-19-2013 0700,17.5,19.4
02-19-2013 0800,17.2,19.3
02-19-2013 0900,17.3,19.1
02-19-2013 1000,17.1,19
02-19-2013 1100,17.3,19
02-19-2013 1200,17.1,18.8
02-19-2013 1300,16.8,18.5
02-19-2013 1400,16.7,18.2
02-19-2013 1500,16.7,18
02-19-2013 1600,16.5,18
02-19-2013 1700,16.9,17.9
02-19-2013 1800,17.3,18.2
02-19-2013 1900,17.5,18.4
02-19-2013 2000,18.1,18.6
02-19-2013 2100,18.4,19.1
02-19-2013 2200,18,19.4
02-19-2013 2300,18,19.4
02-20-2013 0000,17.8,19.3
02-20-2013 0100,17.7,19.2
02-20-2013 0200,17.9,19.1
02-20-2013 0300,17.8,19
02-20-2013 0400,18,18.9
02-20-2013 0500,18.1,18.8
02-20-2013 0600,18.1,18.7
02-20-2013 0700,18.3,18.6
02-20-2013 0800,18.6,18.5
02-20-2013 0900,18.6,18.5
02-20-2013 1000,18.4,18.4
02-20-2013 1100,18.4,18.3
02-20-2013 1200,18.5,18.3
02-20-2013 1300,18.6,18.3
02-20-2013 1400,19,18.3
02-20-2013 1500,19.6,18.3
02-20-2013 1600,20.2,18.4
02-20-2013 1700,20.8,18.6
02-20-2013 1800,20.8,18.8
02-20-2013 1900,21.7,19.1
02-20-2013 2000,20.9,19.3
02-20-2013 2100,21,19.6
02-20-2013 2200,20.8,19.8
02-20-2013 2300,20.2,19.9
02-21-2013 0000,20.2,20.1
02-21-2013 0100,19.5,20.3
02-21-2013 0200,19.8,20.3
02-21-2013 0300,19.9,20.3
02-21-2013 0400,20,20.2
02-21-2013 0500,20,20.2
02-21-2013 0600,20.2,20.2
02-21-2013 0700,20,20.2
02-21-2013 0800,20.2,20.2
02-21-2013 0900,20.1,20.2
02-21-2013 1000,20,20.2
02-21-2013 1100,19.9,20.2
02-21-2013 1200,20.1,20.1
02-21-2013 1300,20.1,20
02-21-2013 1400,20.4,20
02-21-2013 1500,20.8,20.2
02-21-2013 1600,21.3,20.4
02-21-2013 1700,22.8,20.7
02-21-2013 1800,23.5,20.9
02-21-2013 1900,25.3,21.2
02-21-2013 2000,24.8,21.2
02-21-2013 2100,24.1,22
02-21-2013 2200,24.4,22.8
02-21-2013 2300,22.6,23.3
02-22-2013 0000,22.8,23.2
02-22-2013 0100,22.6,23.1
02-22-2013 0200,22.2,22.8
02-22-2013 0300,21.5,22.4
02-22-2013 0400,20.4,22.2
02-22-2013 0500,19.5,21.9
02-22-2013 0600,19.7,21.8
02-22-2013 0700,19.4,21.7
02-22-2013 0800,19.9,21.5
02-22-2013 0900,19.5,21.4
02-22-2013 1000,19.8,21.3
02-22-2013 1100,19.4,21.2
02-22-2013 1200,19.4,21.1
02-22-2013 1300,19.2,21
02-22-2013 1400,19.1,20.7
02-22-2013 1500,19.4,20.5
02-22-2013 1600,19.6,20.3
02-22-2013 1700,19.2,20.1
02-22-2013 1800,19.1,19.9
02-22-2013 1900,19.3,19.9
02-22-2013 2000,18.9,19.8
02-22-2013 2100,18.8,19.7
02-22-2013 2200,19.2,19.6
02-22-2013 2300,19,19.4
02-23-2013 0000,18.8,19.3
02-23-2013 0100,18.6,19.1
02-23-2013 0200,18,18.9
02-23-2013 0300,18.1,18.9
02-23-2013 0400,17.4,18.8
02-23-2013 0500,17,18.5
02-23-2013 0600,16.6,18.3
02-23-2013 0700,16,18.2
02-23-2013 0800,15.5,17.9
02-23-2013 0900,14.5,17.8
02-23-2013 1000,14.2,17.6
02-23-2013 1100,14.1,17.5
02-23-2013 1200,14,17.5
02-23-2013 1300,13.9,17.4
02-23-2013 1400,13.5,17.3
02-23-2013 1500,12.9,17.5
02-23-2013 1600,13,17.5
02-23-2013 1700,14.3,17.7
02-23-2013 1800,15.7,17.8
02-23-2013 1900,16.7,18
02-23-2013 2000,18,18.3
02-23-2013 2100,19,18.9
02-23-2013 2200,18.4,18.9
02-23-2013 2300,17,19
02-24-2013 0000,16.6,19
02-24-2013 0100,16.1,19.1
02-24-2013 0200,16.2,19.6
02-24-2013 0300,16,19.5
02-24-2013 0400,16.1,19.5
02-24-2013 0500,15.6,19.3
02-24-2013 0600,15.5,19.1
02-24-2013 0700,15.8,18.9
02-24-2013 0800,15.8,18.6
02-24-2013 0900,15.8,18.5
02-24-2013 1000,15.5,18.4
02-24-2013 1100,15.8,18.3
02-24-2013 1200,15.8,18.2
02-24-2013 1300,16.3,18.1
02-24-2013 1400,17,18.1
02-24-2013 1500,18.1,18.1
02-24-2013 1600,19,18.1
02-24-2013 1700,18.9,18.1
02-24-2013 1800,19.2,18.2
02-24-2013 1900,18.7,18.3
02-24-2013 2000,18.9,18.4
02-24-2013 2100,19.7,18.5
02-24-2013 2200,20,18.7
02-24-2013 2300,19.7,19
02-25-2013 0000,19.3,19.1
02-25-2013 0100,19.2,19.3
02-25-2013 0200,19.5,19.3
02-25-2013 0300,19,19.3
02-25-2013 0400,18.9,19.4
02-25-2013 0500,19.4,19.4
02-25-2013 0600,18.5,19.4
02-25-2013 0700,17.8,19.3
02-25-2013 0800,17.9,19.4
02-25-2013 0900,19.5,19.4
02-25-2013 1000,18.8,19.3
02-25-2013 1100,18.7,19.3
02-25-2013 1200,18.8,19.3
02-25-2013 1300,18.5,19.3
02-25-2013 1400,18.9,19.3
02-25-2013 1500,20.8,19.3
02-25-2013 1600,19.3,19.4
02-25-2013 1700,19.9,19.4
02-25-2013 1800,20.6,19.4
02-25-2013 1900,20.6,19.3
02-25-2013 2000,20.7,19.1
02-25-2013 2100,20.2,18.9
02-25-2013 2200,19.3,18.7
02-25-2013 2300,18.8,18.4
02-26-2013 0000,18.1,18.1
02-26-2013 0100,17.6,17.5
02-26-2013 0200,17.5,17.5
02-26-2013 0300,16.7,17.2
02-26-2013 0400,16.1,16.7
02-26-2013 0500,14.6,16.8
02-26-2013 0600,13.8,16.5
02-26-2013 0700,12.4,16.2
02-26-2013 0800,11.1,15.8
02-26-2013 0900,10.5,15.5
02-26-2013 1000,10.2,15.2
02-26-2013 1100,9.2,14.9
02-26-2013 1200,8.8,14.8
02-26-2013 1300,9.1,14.8
02-26-2013 1400,9.5,14.4
02-26-2013 1500,11.2,14.4
02-26-2013 1600,12,14.5
02-26-2013 1700,13.6,14.8
02-26-2013 1800,15.5,15.3
02-26-2013 1900,16.5,15.7
02-26-2013 2000,17.2,16.1
02-26-2013 2100,16.5,16.5
02-26-2013 2200,16.5,16.8
02-26-2013 2300,16.4,16.9
02-27-2013 0000,16.3,17.1
02-27-2013 0100,15.6,17.2
02-27-2013 0200,15.7,17.1
02-27-2013 0300,15.9,17
02-27-2013 0400,15.6,16.9
02-27-2013 0500,15.4,16.8
02-27-2013 0600,15.3,16.6
02-27-2013 0700,15.3,16.5
02-27-2013 0800,15.2,16.4
02-27-2013 0900,14.5,16.3
02-27-2013 1000,13.6,16.1
02-27-2013 1100,14,16
02-27-2013 1200,14.8,15.9
02-27-2013 1300,14.8,15.8
02-27-2013 1400,15.7,15.7
02-27-2013 1500,15.3,15.8
02-27-2013 1600,17.8,16
02-27-2013 1700,17.8,16.4
02-27-2013 1800,18.3,16.8
02-27-2013 1900,18.9,17.5
02-27-2013 2000,21.1,17.9
02-27-2013 2100,22,18.7
02-27-2013 2200,21.8,19
02-27-2013 2300,20.7,19.2
02-28-2013 0000,20.4,19.4
02-28-2013 0100,19,19.4
02-28-2013 0200,18.7,19.1
02-28-2013 0300,17.6,18.7
02-28-2013 0400,17,18.5
02-28-2013 0500,16.1,18.1
02-28-2013 0600,15.2,17.9
02-28-2013 0700,14.5,17.6
02-28-2013 0800,14.6,17.4
02-28-2013 0900,13.8,16.9
02-28-2013 1000,13.3,16.6
02-28-2013 1100,12.3,16.2
02-28-2013 1200,12,15.7
02-28-2013 1300,11.7,14.8
02-28-2013 1400,11.3,14.5
02-28-2013 1500,10.8,14.3
02-28-2013 1600,10.9,14
02-28-2013 1700,11.4,14
02-28-2013 1800,12.6,14.2
02-28-2013 1900,13.5,14.5
02-28-2013 2000,13.9,14.8
02-28-2013 2100,14.3,15.3
02-28-2013 2200,14.5,15.6
02-28-2013 2300,14.7,15.8
03-01-2013 0000,14.8,15.9
03-01-2013 0100,14.7,15.9
03-01-2013 0200,14.7,15.8
03-01-2013 0300,14.5,15.7
03-01-2013 0400,14,15.6
03-01-2013 0500,13,15.5
03-01-2013 0600,13,15.2
03-01-2013 0700,12.4,15
03-01-2013 0800,12.1,15
03-01-2013 0900,12.2,14.6
03-01-2013 1000,12,14.4
03-01-2013 1100,11.7,14.2
03-01-2013 1200,11.1,14.2
03-01-2013 1300,10.6,14.2
03-01-2013 1400,10.6,14
03-01-2013 1500,13.1,14.1
03-01-2013 1600,17.7,14.4
03-01-2013 1700,15.9,14.9
03-01-2013 1800,17.8,15.3
03-01-2013 1900,16.8,15.8
03-01-2013 2000,16.5,16.4
03-01-2013 2100,16.8,16.9
03-01-2013 2200,16.7,17.3
03-01-2013 2300,16.6,17.5
03-02-2013 0000,16.4,17.7
03-02-2013 0100,15.7,17.9
03-02-2013 0200,15.6,17.5
03-02-2013 0300,15.8,17.3
03-02-2013 0400,15.9,17
03-02-2013 0500,16,16.9
03-02-2013 0600,14.7,16.5
03-02-2013 0700,15,16.2
03-02-2013 0800,14,16
03-02-2013 0900,13.5,15.8
03-02-2013 1000,12.9,15.7
03-02-2013 1100,13.1,15.6
03-02-2013 1200,12.3,15.3
03-02-2013 1300,12.2,14.8
03-02-2013 1400,11.1,14.6
03-02-2013 1500,11,14.4
03-02-2013 1600,11.4,14.5
03-02-2013 1700,12.1,15.1
03-02-2013 1800,13.1,15.6
03-02-2013 1900,14.5,16.3
03-02-2013 2000,15.9,16.7
03-02-2013 2100,16.9,17.1
03-02-2013 2200,17.3,17.2
03-02-2013 2300,17.7,17.4
03-03-2013 0000,17.4,17.4
03-03-2013 0100,15.3,17.1
03-03-2013 0200,14.8,16.6
03-03-2013 0300,14.4,16.3
03-03-2013 0400,14.3,16
03-03-2013 0500,14.1,15.8
03-03-2013 0600,14,15.5
03-03-2013 0700,13.7,15.1
03-03-2013 0800,13.9,14.8
03-03-2013 0900,13.1,14.7
03-03-2013 1000,9.9,14.5
03-03-2013 1100,8.8,14.4
03-03-2013 1200,9.2,14.6
03-03-2013 1300,9.6,14.4
03-03-2013 1400,10.3,14.5
03-03-2013 1500,12.6,15
03-03-2013 1600,14.3,15.4
03-03-2013 1700,17.3,15.8
03-03-2013 1800,17.7,16.4
03-03-2013 1900,17.9,16.9
03-03-2013 2000,18.1,17.4
03-03-2013 2100,18.2,17.7
03-03-2013 2200,18.4,17.9
03-03-2013 2300,18.1,18.1
03-04-2013 0000,17.9,18
03-04-2013 0100,17.4,17.8
03-04-2013 0200,17.4,17.5
03-04-2013 0300,17.3,17.4
03-04-2013 0400,17.4,17.3
03-04-2013 0500,17.4,17.3
03-04-2013 0600,17.3,17.1
03-04-2013 0700,17.3,16.9
03-04-2013 0800,17.3,16.9
03-04-2013 0900,17.3,16.9
03-04-2013 1000,17.2,16.8
03-04-2013 1100,17,16.8
03-04-2013 1200,17.1,16.8
03-04-2013 1300,17.3,16.7
03-04-2013 1400,17.9,17
03-04-2013 1500,18.6,17.4
03-04-2013 1600,19.7,17.9
03-04-2013 1700,20.5,18.4
03-04-2013 1800,21.4,19.1
03-04-2013 1900,21.8,19.7
03-04-2013 2000,21.5,20.3
03-04-2013 2100,21.5,20.3
03-04-2013 2200,21.1,20.5
03-04-2013 2300,20.6,20.7
03-05-2013 0000,20.1,20.5
03-05-2013 0100,19.7,20.1
03-05-2013 0200,19.5,20
03-05-2013 0300,19.2,19.9
03-05-2013 0400,18.8,19.7
03-05-2013 0500,18.5,19.6
03-05-2013 0600,18.4,19.4
03-05-2013 0700,18.7,19.4
03-05-2013 0800,18.7,19.2
03-05-2013 0900,18.7,19.1
03-05-2013 1000,18.4,19
03-05-2013 1100,18.2,18.9
03-05-2013 1200,18.1,18.7
03-05-2013 1300,17.4,18.7
03-05-2013 1400,18.4,18.8
03-05-2013 1500,19,19.3
03-05-2013 1600,15,17.9
03-05-2013 1700,14.8,16.9
03-05-2013 1800,16,16.8
03-05-2013 1900,17.6,17.1
03-05-2013 2000,18.8,17.8
03-05-2013 2100,19.1,18
03-05-2013 2200,19,18
03-05-2013 2300,18.9,17.9
03-06-2013 0000,19.2,18
03-06-2013 0100,18.3,17.6
03-06-2013 0200,17.8,17.4
03-06-2013 0300,17,17
03-06-2013 0400,16.5,16.8
03-06-2013 0500,16.1,16.5
03-06-2013 0600,15.3,16
03-06-2013 0700,14.9,15.5
03-06-2013 0800,13.7,14.8
03-06-2013 0900,12.7,14.7
03-06-2013 1000,12.4,14.1
03-06-2013 1100,11.8,13.1
03-06-2013 1200,11.5,12.7
03-06-2013 1300,11.6,12.3
03-06-2013 1400,10.6,12.5
03-06-2013 1500,10.7,12.8
03-06-2013 1600,11,13.5
03-06-2013 1700,11.8,13.8
03-06-2013 1800,12.9,14
03-06-2013 1900,13.8,15.3
03-06-2013 2000,13.9,16
03-06-2013 2100,14.5,16.1
03-06-2013 2200,14.6,16.4
03-06-2013 2300,14.5,16.8
03-07-2013 0000,14.6,16.7
03-07-2013 0100,14.4,16.2
03-07-2013 0200,14.4,16.1
03-07-2013 0300,14.9,15.7
03-07-2013 0400,14.5,16.4
03-07-2013 0500,14.5,16.5
03-07-2013 0600,14.6,16.3
03-07-2013 0700,14.8,16
03-07-2013 0800,15.1,15.9
03-07-2013 0900,15.1,15.9
03-07-2013 1000,15,15.8
03-07-2013 1100,15.3,15.8
03-07-2013 1200,15.7,15.8
03-07-2013 1300,15.6,15.7
03-07-2013 1400,17.2,16.1
03-07-2013 1500,19,16.7
03-07-2013 1600,20,17.2
03-07-2013 1700,20.3,17.9
03-07-2013 1800,20.6,18.6
03-07-2013 1900,21,19.3
03-07-2013 2000,20.9,20
03-07-2013 2100,20.8,20.4
03-07-2013 2200,20,20.7
03-07-2013 2300,19.9,20.7
03-08-2013 0000,19.4,20.5
03-08-2013 0100,19,20.2
03-08-2013 0200,19,20
03-08-2013 0300,19,19.9
03-08-2013 0400,18.9,19.4
03-08-2013 0500,18.8,19.4
03-08-2013 0600,18.7,19.3
03-08-2013 0700,18.9,19.1
03-08-2013 0800,18.8,19.1
03-08-2013 0900,18.7,19.1
03-08-2013 1000,18.8,19
03-08-2013 1100,19,18.7
03-08-2013 1200,19.1,18.6
03-08-2013 1300,19.2,18.6
03-08-2013 1400,19.5,18.7
03-08-2013 1500,20,18.8
03-08-2013 1600,20.2,18.9
03-08-2013 1700,20.7,19.1
03-08-2013 1800,21.2,19.5
03-08-2013 1900,22,20
03-08-2013 2000,21.6,20.6
03-08-2013 2100,21.5,21.3
03-08-2013 2200,20.7,21.6
03-08-2013 2300,20.3,21.4
03-09-2013 0000,19.9,21.1
03-09-2013 0100,19.8,21
03-09-2013 0200,19.8,20.8
03-09-2013 0300,19.8,20.7
03-09-2013 0400,19.7,20.8
03-09-2013 0500,19.7,20.6
03-09-2013 0600,19.6,20.4
03-09-2013 0700,19.4,20.3
03-09-2013 0800,19.4,20.3
03-09-2013 0900,19.5,20.2
03-09-2013 1000,19.7,20.3
03-09-2013 1100,19.5,20.2
03-09-2013 1200,19.6,20.2
03-09-2013 1300,19.5,20.2
03-09-2013 1400,19.7,20.1
03-09-2013 1500,20.2,20.1
03-09-2013 1600,20.3,20.3
03-09-2013 1700,21,20.4
03-09-2013 1800,21.1,20.8
03-09-2013 1900,21.6,21.1
03-09-2013 2000,21.4,21.5
03-09-2013 2100,21.2,21.9
03-09-2013 2200,21.4,22.1
03-09-2013 2300,21.1,22.3
03-10-2013 0000,20.4,22.3
03-10-2013 0100,20.1,22.3
03-10-2013 0200,19.9,22.1
03-10-2013 0300,19.8,22
03-10-2013 0400,20,21.7
03-10-2013 0500,20.2,21.6
03-10-2013 0600,20.2,21.4
03-10-2013 0700,20.5,21.4
03-10-2013 0800,20.4,21.4
03-10-2013 0900,20.3,21.5
03-10-2013 1000,20.6,21.4
03-10-2013 1100,21.1,21.3
03-10-2013 1200,20.9,21.3
03-10-2013 1300,20.1,21.3
03-10-2013 1400,20.1,21.3
03-10-2013 1500,16.8,21.2
03-10-2013 1600,17.8,20.9
03-10-2013 1700,18.1,20.7
03-10-2013 1800,18.5,20.7
03-10-2013 1900,19.8,20.9
03-10-2013 2000,20.2,21.4
03-10-2013 2100,20.9,21.5
03-10-2013 2200,20.3,21.6
03-10-2013 2300,20.2,21.7
03-11-2013 0000,22.1,21.6
03-11-2013 0100,21.4,21.4
03-11-2013 0200,20.7,21.2
03-11-2013 0300,19.7,20.8
03-11-2013 0400,18.5,20.4
03-11-2013 0500,17.7,20
03-11-2013 0600,17,19.5
03-11-2013 0700,16.1,19
03-11-2013 0800,15.4,18.6
03-11-2013 0900,14.9,18.2
03-11-2013 1000,14.7,17.9
03-11-2013 1100,14.5,17.8
03-11-2013 1200,13.3,17.8
03-11-2013 1300,13.7,17.6
03-11-2013 1400,13.7,17.4
03-11-2013 1500,13.9,17.5
03-11-2013 1600,13.9,17.3
03-11-2013 1700,14.5,17.7
03-11-2013 1800,15.6,18.4
03-11-2013 1900,17.7,19.1
03-11-2013 2000,20,19.5
03-11-2013 2100,20.2,20
03-11-2013 2200,20.6,20.2
03-11-2013 2300,21,20.5
03-12-2013 0000,20.4,20.6
03-12-2013 0100,20,20.5
03-12-2013 0200,17.5,20.3
03-12-2013 0300,16.9,20.1
03-12-2013 0400,15.2,19.6
03-12-2013 0500,15.5,19.3
03-12-2013 0600,16.1,19
03-12-2013 0700,15.8,18.8
03-12-2013 0800,15,18.7
03-12-2013 0900,15.1,18.7
03-12-2013 1000,12.7,18.5
03-12-2013 1100,12.6,18.4
03-12-2013 1200,13.4,18.3
03-12-2013 1300,13.2,18.2
03-12-2013 1400,14.1,18.1
03-12-2013 1500,14.6,18.1
03-12-2013 1600,15.7,18.3
03-12-2013 1700,17.6,19
03-12-2013 1800,19.1,19.6
03-12-2013 1900,19.4,19.9
03-12-2013 2000,19.3,20.7
03-12-2013 2100,19.1,20.8
03-12-2013 2200,18.7,21.2
03-12-2013 2300,18.4,21.6
03-13-2013 0000,18.4,22
03-13-2013 0100,17.8,22.1
03-13-2013 0200,17.2,21.8
03-13-2013 0300,17.2,21.1
03-13-2013 0400,17.1,20.7
03-13-2013 0500,17,20.4
03-13-2013 0600,16.8,20.1
03-13-2013 0700,16.8,19.8
03-13-2013 0800,16.3,19.5
03-13-2013 0900,16,19.3
03-13-2013 1000,15.9,19.1
03-13-2013 1100,16.1,18.9
03-13-2013 1200,15.3,18.8
03-13-2013 1300,16.1,18.7
03-13-2013 1400,16.3,18.7
03-13-2013 1500,16.8,18.8
03-13-2013 1600,18.3,19.1
03-13-2013 1700,18.5,19.6
03-13-2013 1800,18.6,20.3
03-13-2013 1900,18.2,20.9
03-13-2013 2000,18.1,21.4
03-13-2013 2100,17.9,21.9
03-13-2013 2200,17.8,22.3
03-13-2013 2300,18,22.5
03-14-2013 0000,17.8,22.5
03-14-2013 0100,17.4,22.2
03-14-2013 0200,17.4,22.1
03-14-2013 0300,17.5,21.8
03-14-2013 0400,17.4,21.6
03-14-2013 0500,17.2,21.4
03-14-2013 0600,17,21.2
03-14-2013 0700,17,21
03-14-2013 0800,16.8,20.8
03-14-2013 0900,16.7,20.6
03-14-2013 1000,16.4,20.4
03-14-2013 1100,16.5,20.2
03-14-2013 1200,16.4,20.1
03-14-2013 1300,16.8,19.8
03-14-2013 1400,18.2,19.7
03-14-2013 1500,19.6,19.8
03-14-2013 1600,20.1,20.2
03-14-2013 1700,20.6,20.5
03-14-2013 1800,20.8,21.2
03-14-2013 1900,20.8,21.7
03-14-2013 2000,20.8,21.9
03-14-2013 2100,20.8,22.6
03-14-2013 2200,20.9,22.6
03-14-2013 2300,20.4,22.7
03-15-2013 0000,19.9,22.7
03-15-2013 0100,19.1,22.5
03-15-2013 0200,18.8,22.4
03-15-2013 0300,18.5,22.4
03-15-2013 0400,18.4,22.3
03-15-2013 0500,18.3,21.7
